OPT_Code,Name,Affiliation,Site_Type,Street_Address,Zip,Longitude,Latitude
25802,LOWELL SCHOOL HS,Other Religion,School,142-45 58TH ROAD,11355,-73.822893,40.74418
25804,THE WINDSOR SCHOOL,Nonsectarian,School,37-02 MAIN STREET,11354,-73.831164,40.761398
25818,MESIVTA CHOFETZ CHAIM,Yeshiva,School,76-01 147TH STREET,11367,-73.817601,40.723247
25886,SUSPENSION CTR @ FLUSHING HS,Public,School,35-01 UNION STREET,11354,-73.82779,40.765155
25888,REGION OFFICE THREE,Public,Office,30-48 LINDEN PLACE,11354,-73.833024,40.770168
25895,CLUSTER # 2,Public,Office,30-48 LINDEN PLACE,11354,-73.833024,40.770168
25912,PHYLLIS L.SUSSER SCH FOR EXC,Nonsectarian,School,71-64 168 STREET,11365,-73.801578,40.729112
25927,SHIELD INST,Nonsectarian,School,144-61 ROOSEVELT AVENUE,11354,-73.821516,40.761865
25980,CFN # 204,Public,Office,30-48 LINDEN PLACE  ROOM 319,11354,-73.833024,40.770168
25981,CFN # 201,Public,Office,30-48 LINDEN PLACE  ROOM 509A,11354,-73.833024,40.770168
25982,CFN # 202,Public,Office,30-48 LINDEN PLACE ROOM 309,11354,-73.833024,40.770168
25983,CFN # 205,Public,Office,30-48 LINDEN PLACE  ROOM 504,11354,-73.833024,40.770168
25984,CFN # 207,Public,Office,30-48 LINDEN PLACE  ROOM 319,11354,-73.833024,40.770168
25985,CFN # 208,Public,Office,30-48 LINDEN PLACE ROOM 406,11354,-73.833024,40.770168
25986,CFN # 209,Public,Office,30-48 LINDEN PLACE  ROOM 419,11354,-73.833024,40.770168
25987,CFN # 531,Public,Office,30-48 LINDEN PLACE  ROOM 602,11354,-73.833024,40.770168
26018,PS 18,Public,School,86-35 235TH COURT,11427,-73.732361,40.732097
26026,PS 26,Public,School,195-02 69TH AVENUE,11365,-73.777962,40.736848
26031,PS 31,Public,School,211-45 46TH ROAD,11361,-73.770164,40.757135
26041,PS/IS 41,Public,School,214-43 35TH AVENUE,11361,-73.770577,40.769744
26046,PS 46,Public,School,64-45 218TH STREET,11364,-73.758659,40.746237
26067,MS 67,Public,School,51-60 MARATHON PARKWAY,11362,-73.733782,40.762672
26074,IS 74,Public,School,61-15 OCEANIA STREET,11364,-73.767352,40.745231
26094,PS 94,Public,School,41-77 LITTLE NECK PARKWAY,11363,-73.738909,40.770981
26098,PS 98,Public,School,40-20 235TH STREET,11363,-73.749605,40.769442
26115,PS 115,Public,School,80-51 261ST STREET,11004,-73.709753,40.744134
26133,PS 133,Public,School,248-05 86TH AVENUE,11426,-73.71788,40.731806
26158,IS 158,Public,School,46-35 OCEANIA STREET,11361,-73.772767,40.756169
26159,PS 159,Public,School,205-01 33RD AVENUE,11361,-73.783982,40.769431
26162,PS 162,Public,School,201-02 53RD AVENUE,11364,-73.777182,40.748961
26172,MS 172 - IRWIN ALTMAN MS,Public,School,81-14 257TH STREET,11004,-73.713065,40.741922
26173,PS 173,Public,School,174-10 67 Avenue,11365,-73.795493,40.734494
26177,P177Q @ WILLIAM PRINCE,Public,School,56-37 188TH STREET,11365,-73.788039,40.743939
26178,PS 178,Public,School,189-10 RADNOR ROAD,11423,-73.777372,40.724434
26179,P004Q @ P179Q  MAIN SITE,Public,School,196-25 PECK AVENUE,11365,-73.779411,40.741814
26186,PS 186,Public,School,252-12 72ND AVENUE,11426,-73.721577,40.749933
26187,P811Q @ MARATHON SCHOOL,Public,School,61-25 MARATHON PARKWAY,11362,-73.729405,40.756823
26188,PS 188,Public,School,218-12 HARTLAND AVENUE,11364,-73.753256,40.73616
26191,PS 191,Public,School,85-15 258TH STREET,11001,-73.709037,40.734337
26203,PS 203,Public,School,53-11 SPRINGFIELD BLVD,11364,-73.760542,40.754229
26205,PS 205,Public,School,75-25 BELL BLVD,11364,-73.756653,40.737739
26208,PS/IS 208,Public,School,74-30 COMMONWEALTH BLVD,11004,-73.727836,40.746429
26213,PS 213,Public,School,231-02 67TH AVENUE,11364,-73.745718,40.747673
26216,JHS 216,Public,School,64-20 175TH STREET,11365,-73.794132,40.737527
26221,PS 221,Public,School,57-40 MARATHON PARKWAY,11362,-73.731399,40.759384
26266,PS/IS 266,Public,School,74-10 COMMONWEALTH BLVD,11426,-73.728053,40.746817
26315,"BUS,TECH EARLY COLLEGE HS",Public,School,230-17 HILLSIDE AVENUE,11427,-73.738789,40.733137
26402,RIVERVIEW MONTESSORI SCH,Nonsectarian,School,7-28 POINT CRESENT,11357,-73.830781,40.78997
26408,LES CLOCHETTES,Nonsectarian,School,35-45 223RD STREET,11361,-73.761978,40.769681
26410,P224Q @ P710Q MONTESSORI,Public,School,221-21 CORBETT ROAD,11361,-73.764068,40.770349
26417,P811Q @ BAYSIDE HS,Public,School,32-24 CORPORAL KENNEDY STREET,11361,-73.78039,40.77173
26428,HIGHLAND LOWER SCHOOL,Nonsectarian,School,193-10 PECK AVENUE,11365,-73.783375,40.742818
26431,P752Q @ CREEDMOOR PSYCH CTR  W,Public,School,80-45 WINCHESTER BLVD,11427,-73.733918,40.737688
26433,P811Q @ QUEENS HS OF TEACHING,Public,School,74-20 COMMONWEALTH BLVD,11426,-73.727945,40.746623
26440,P224Q @ P205Q,Public,School,75-25 BELL BLVD,11364,-73.756653,40.737739
26443,P993Q @ P208Q,Public,School,74-30 COMMONWEALTH BLVD,11426,-73.727836,40.746429
26445,P811Q @ FRANCIS LEWIS HS,Public,School,58-20 UTOPIA PKWY,11365,-73.792964,40.740928
26446,P993Q @ P041Q,Public,School,214-43 35 AVE,11361,-73.770577,40.769744
26447,P993Q @ P191Q,Public,School,85-15 258 ST,11001,-73.709037,40.734337
26455,P224Q @ P178,Public,School,189-10 RADNOR ROAD,11423,-73.777372,40.724434
26456,PS 188 KINGSBURY AX,Public,School,216-15 PECK AVENUE,11365,-73.75589,40.735505
26459,P004Q @ P213Q,Public,School,231-02 67 AVE,11304,-73.745718,40.747673
26460,P224Q @ P026Q,Public,School,195-02 69 AVE,11365,-73.777962,40.736848
26464,P224Q @ P266Q,Public,School,74-10 COMMONWEALTH BLVD,11426,-73.728053,40.746817
26467,P404Q @ SCHNEIDER CHILD HOSP,Public,School,269-01 76TH AVENUE,11042,-73.707494,40.752828
26470,P224Q @ P186Q,Public,School,252-12 72 AVE,11426,-73.721577,40.749933
26481,P023Q @ QCPC (IDT) BLDG. 57,Public,School,74-03 COMMONWEALTH BLVD.BLDG.57,11426,-73.727942,40.747049
26488,P224Q @ PS 115,Public,School,80-51 261 STREET,11104,-73.709753,40.744134
26490,P993Q @ P130Q,Public,School,200-01 42 AVE,11361,-73.784085,40.759635
26503,BAYSIDE HS,Public,School,32-24 CORPORAL KENNEDY STREET,11361,-73.78039,40.77173
26505,BENJAMIN CARDOZO HS,Public,School,57-00 223RD STREET,11364,-73.756073,40.752295
26513,FRANCIS LEWIS HS,Public,School,58-20 UTOPIA PARKWAY,11365,-73.792964,40.740928
26515,THE QUEENS HS OF TEACHING,Public,School,74-20 COMMONWEALTH BLVD,11426,-73.727945,40.746623
26525,MARTIN VAN BUREN HS,Public,School,230-17 HILLSIDE AVENUE,11427,-73.738789,40.733137
26603,SPYROPOULOS GREEK-AMER SCH,Christian,School,43-15 196 STREET,11358,-73.785519,40.757648
26658,P752Q @ PARKER JEWISH INST.,Public,School,271-11 76TH AVENUE,11040,-73.706197,40.754021
26659,P752Q @ L.I.JEWISH HOSPITAL,Public,School,270-05 76TH AVENUE,11040,-73.706878,40.753386
26661,P752Q @ FILENE'S BASEMENT,Public,School,187-04 HORACE HARDING EXPRESSWAY,11365,-73.786947,40.740416
26674,CHABAD ACAD OF ARTS & SCIENCE,Yeshiva,School,212-12 26TH AVENUE,11360,-73.777446,40.778137
26700,YESHIVA HAR TORAH,Yeshiva,School,250-10 GRAND CENTRAL PARKWAY,11426,-73.723894,40.752784
26702,ST FRANCIS PREP HS,Parochial,School,6100 FRANCIS LEWIS BLVD,11365,-73.775612,40.742637
26703,HOLY FAMILY SCHOOL,Parochial,School,74-15 175TH STREET,11366,-73.794826,40.728708
26706,OUR LADY OF SNOWS SCH,Parochial,School,79-33 258TH STREET,11004,-73.713201,40.745536
26707,OUR LADY OF THE BLESS SAC SCH,Parochial,School,34-45 202TH STREET,11361,-73.785545,40.766532
26708,THE LUTHERAN SCHOOL,Christian,School,36-01 BELL BLVD,11361,-73.773074,40.767833
26710,SACRED HEART SCHOOL,Parochial,School,216-01 38TH AVENUE,11361,-73.76746,40.767485
26711,DIVINE WISDOM CATH/DOUGLASTON,Parochial,School,45-14 245 STREET,11362,-73.741269,40.765401
26712,DIVINE WISDOM CATHOLIC BAYSIDE,Parochial,School,56-20 214TH STREET,11364,-73.764871,40.75029
26754,YESHIVA ACAD. OF SOUTH QUEENS,Yeshiva,School,210-10 UNION TURNPIKE,11364,-73.760553,40.73325
26769,ST GREGORY THE GREAT SCH,Parochial,School,244-44 87TH AVENUE,11426,-73.722789,40.730198
26770,HOLY MARTYRS ARMENIA SCH,Nonsectarian,School,209-15 HORACE HARDING BLVD,11364,-73.767664,40.746182
26779,JEW INST QUEENS BOYS MS & HS,Yeshiva,School,6441 UTOPIA PARKWAY,11365,-73.792935,40.737244
26806,SUMMIT LOWER SCHOOL,Nonsectarian,School,183-02 UNION TURNPIKE,11366,-73.785443,40.727653
26808,SUMMIT UPPER SCHOOL,Nonsectarian,School,187-30 GRAND CENTRAL PKWY,11432,-73.777106,40.721514
26817,P023Q @ LIFELINE CENTER,Public,School,80-09 WINCHESTER BLVD,11427,-73.733774,40.738367
26918,P023Q @ QCPC (MIDDLE/UPPER) BL,Public,School,74-03 COMMONWEALTH BLVD BLDG 57,11426,-73.727942,40.747049
26993,P993Q @ BENJAMIN CARDOZA HS,Public,School,57-00 223 ST,11694,-73.756073,40.752295
27001,BAIS YAAKOV ATERES MIRIAM,Yeshiva,School,12-14 HEYSON ROAD,11691,-73.746442,40.59623
27004,P2G @ AUGUST MARTIN HS,Public,School,156-10 BAISLEY BLVD,11434,-73.783477,40.675427
27005,Success Academy South Jamaica,Charter,School,120-27 141st Street,11436,-73.79998,40.675959
27006,Success Academy Far Rockaway,Charter,School,10-45 Nameoke Street,11691,-73.749193,40.603595
27042,PS 42,Public,School,488 BEACH 66TH STREET,11692,-73.795201,40.594525
27043,PS 43,Public,School,160 BEACH 29 STREET,11691,-73.761604,40.593631
27045,PS 45,Public,School,126-28 150TH STREET,11436,-73.788258,40.672756
27047,PS 47,Public,School,9 POWER ROAD,11693,-73.820543,40.606367
27051,PS 51,Public,School,87-45 117TH STREET,11418,-73.832272,40.699064
27053,IS 53,Public,School,1045 NAMEOKE STREET,11691,-73.749193,40.603595
27205,P256Q @ ST. JOHN'S HOME,Public,School,144 BEACH 111TH STREET,11694,-73.832224,40.580095
27056,PS 56,Public,School,86-10 114TH STREET,11418,-73.835397,40.699167
27060,PS 60,Public,School,91-02 88TH AVENUE,11421,-73.85263,40.692099
27062,PS 62,Public,School,97-25 108TH STREET,11419,-73.836117,40.688706
27063,PS 63,Public,School,90-15 SUTTER AVENUE,11417,-73.846791,40.676486
27064,PS 64,Public,School,82-01 101ST AVENUE,11416,-73.856955,40.681242
27065,PS 65,Public,School,103-22 99 ST,11417,-73.841305,40.682579
27066,PS 66,Public,School,85-11 102ND STREET,11418,-73.846464,40.69786
27090,PS 90,Public,School,86-50 109TH STREET,11418,-73.839318,40.69702
27096,PS 96,Public,School,130-01 ROCKAWAY BLVD,11420,-73.80836,40.675066
27097,PS 97,Public,School,85-52 85TH STREET,11421,-73.859871,40.694918
27100,PS 100,Public,School,111-11 118TH STREET,11420,-73.821986,40.680019
27104,PS 104,Public,School,26-01 MOTT AVENUE,11691,-73.764601,40.608402
27105,PS 105,Public,School,420 BEACH 51ST STREET,11691,-73.781777,40.595796
27106,PS 106,Public,School,180 BEACH 35TH STREET,11691,-73.767095,40.593777
27108,PS 108 CAPT VINCENT G. FOWLER,Public,School,108-10 109TH AVENUE,11420,-73.831513,40.679512
27114,PS 114,Public,School,134-01 CRONSTON AVENUE,11694,-73.854365,40.578193
27123,PS 123,Public,School,145-01 119TH AVENUE,11436,-73.795654,40.678366
27124,PS 124 OSMOND A.CHURCH SCHOOL,Public,School,129-15 150TH AVENUE,11420,-73.811679,40.665133
27137,MS 137 AMER SCHL OF HEROES,Public,School,109-15 98 STREET,11417,-73.839853,40.678127
27146,PS 146,Public,School,98-01 159TH AVENUE,11414,-73.835085,40.659947
27155,PS 155,Public,School,130-02 115TH AVENUE,11420,-73.810569,40.679488
27183,PS 183,Public,School,2-45 BEACH 79 STREET,11693,-73.80542,40.589264
27197,PS 197,Public,School,825 HICKSVILLE ROAD,11691,-73.743966,40.600123
27202,JHS 202,Public,School,138-30 LAFAYETTE STREET,11417,-73.845231,40.671271
27207,PS 207,Public,School,159-15 88TH STREET,11414,-73.844335,40.658103
27210,JHS 210,Public,School,93-11 101ST AVENUE,11416,-73.847509,40.683928
27223,PS 223,Public,School,125-20 SUTPHIN BLVD,11434,-73.788723,40.673712
27226,JHS 226,Public,School,121-10 ROCKAWAY BLVD,11420,-73.816962,40.675695
27232,PS 232,Public,School,153-23 83RD STREET,11414,-73.851117,40.66593
27253,PS 253,Public,School,1307 CENTRAL AVENUE,11691,-73.749367,40.607206
27254,PS 254,Public,School,84-40 101 STREET,11418,-73.84806,40.697943
27261,VOYAGES PREP-SOUTH QUEENS,Public,School,156-10 BAISLEY BLVD,11434,-73.783477,40.675427
27273,PS 273,Public,School,88-07 102ND STREET,11418,-73.844537,40.693634
27282,KAPPA VI,Public,School,8-21 BEACH 25TH STREET,11691,-73.76277,40.601612
27297,HAWTREE CREEK M.S.,Public,School,121-10 ROCKAWAY BLVD,11420,-73.816962,40.675695
27302,QUEENS HS FOR INFO-RES & TECH,Public,School,821 BAY 25TH STREET,11691,-73.76277,40.601612
27306,NYC ACAD FOR DISCOVERY,Public,School,95-16 89th AVENUE,11421,-73.848972,40.691691
27308,ROBERT H.GOODARD COMM-ARTS HS,Public,School,138-30 LAFAYETTE STREET,11417,-73.845231,40.671271
27314,EPIC HIGH SCHOOL-SOUTH,Public,School,121-10 ROCKAWAY BLVD,11420,-73.816962,40.675695
27316,QUEENS EXPLORERS ELEM SCHOOL,Public,School,90-07 101ST AVENUE,11416,-73.850161,40.683175
27317,WATERSIDE CHILDREN'S STUDIO,Public,School,190 BEACH 110 STREET,11694,-73.831698,40.580884
27318,WATERSIDE SCH FOR LEADERSHIP,Public,School,190 BEACH 110 STREET,11694,-73.831698,40.580884
27319,VILLAGE ACADEMY,Public,School,10-45 NAMEOKE STREET  4TH FLOOR,11691,-73.749193,40.603595
27320,New Visions Chrtr HS Adv Math,Charter,School,156-10 Baisley Blvd,11434,-73.783477,40.675427
27333,GOLDIE MAPLE ACADEMY,Public,School,3-65 BEACH 56TH STREET,11692,-73.786278,40.593945
27334,EPIC HIGH SCHOOL-NORTH,Public,School,94-25 117TH STREET,11419,-73.829315,40.693036
27340,CHALLENGE PREP CHARTER SCH,Charter,School,1526 Central Avenue,11691,-73.751484,40.605703
27351,ROCKAWAY COLLEGIATE HS,Public,School,100-00 BEACH CHANNEL DRIVE,11694,-73.822705,40.586189
27362,WAVE PREP ELEM SCHOOL,Public,School,535 BRIAR PLACE,11697,-73.758134,40.599395
27403,HEBREW KIND & INFANT HOME,Nonsectarian,School,310 BEACH 20 STREET,11691,-73.754149,40.597518
27415,P256Q @ BEACH CHANNEL HS,Public,School,100-00 BEACH CHANNEL DRIVE,11694,-73.822705,40.586189
27416,P256Q @ TEMPLE BETH EL,Public,School,445 BEACH 135 STREET,11694,-73.854627,40.576986
27441,PS 124 ANNEX,Public,School,125-20 SUTPHIN BLVD,11434,-73.788723,40.673712
27445,P233Q @ HS FOR CONSTRUCTION,Public,School,94-02 104TH STREET,11416,-73.840824,40.689587
27446,P009Q @ J202Q,Public,School,138-30 LAFAYETTE STREET,11417,-73.845231,40.671271
27452,P233Q @ JHS 226,Public,School,121-10 ROCKAWAY BLVD.,11420,-73.816962,40.675695
27458,PS/MS 43 AX,Public,School,12 MARVIN STREET,11691,-73.760246,40.593027
27461,P256Q @ PENNINSULA HOSPITAL,Public,School,5115 Beach Channel Drive,11691,-73.782092,40.595165
27463,P075Q @ PS 254,Public,School,84-40 101 STREET,11418,-73.84806,40.697943
27464,P256Q @ PS 114,Public,School,400 BEACH 135 STREET,11694,-73.854086,40.576469
27465,P2G @ OCEAN BAY,Public,School,57-10 BEACH CHANNEL DRIVE,11692,-73.787472,40.594829
27466,P256Q @ PS 253,Public,School,1307 CENTRAL AVENUE,11691,-73.749367,40.607206
27479,SCHOLARS ACADEMY MS/HS 323,Public,School,320 B 104 STREET,11694,-73.825615,40.584134
27480,JUMP START ACADEMY/ADAMS AX,Public,School,120-27 141 STREET,11417,-73.79998,40.675959
27487,Y.A.B.C @ JOHN ADAMS HS,Public,School,101-01 ROCKAWAY BLVD,11417,-73.838339,40.679882
27490,P256Q @ P043Q,Public,School,160 Beach 29th Street,11691,-73.761604,40.593631
27515,CHANNEL VIEW SCH FOR RESEARCH,Public,School,100-00 BEACH CHANNEL DRIVE,11694,-73.822705,40.586189
27519,JOHN ADAMS HS,Public,School,101-01 ROCKAWAY BLVD,11417,-73.838339,40.679882
27520,ACAD OF MEDICAL TECHNOLOGY,Public,School,8-21 BAY 25TH STREET,11691,-73.76277,40.601612
27525,FREDERICK DOUGLASS ACADEMY VI,Public,School,821 BAY 25TH STREET,11691,-73.76277,40.601612
27529,RICHMOND HILL HS,Public,School,89-30 114TH STREET,11418,-73.833783,40.695874
27540,AUGUST MARTIN HS,Public,School,156-10 BAISLEY BLVD,11434,-73.783477,40.675427
27550,PATHWAYS TO GRADUATION,Public,School,90-01 SUTPHIN BLVD,11435,-73.808256,40.702863
27551,P2G-C.D.I.H.S.,Public,School,216 BEACH 87TH STREET,11693,-73.812105,40.588053
27561,P2G @ ADAMS ACADEMY,Public,School,101-20 ROCKAWAY BLVD,11417,-73.838319,40.679706
27564,ROCKAWAY PARK HS ENVIRONMENTAL,Public,School,100-00 BEACH CHANNEL DRIVE,11694,-73.822705,40.586189
27565,PENINSULA PREP ACAD. CHARTER,Charter,School,611 BEACH 19TH STREET,11691,-73.752133,40.600677
27566,CHALLENGE PREP CHARTER SCH,Charter,School,7-10 HARTMAN LANE,11691,-73.763899,40.599928
27567,OUTREACH ACADEMY-RESTART,Public,School,117-11 MYRTLE AVENUE,11418,-73.831871,40.70011
27570,AL-IHSAN ACADEMY,Other Religion,School,130-08 ROCKAWAY BLVD.,11420,-73.80833,40.674892
27616,RICHMOND HILL HS ANNEX,Public,School,94-27 117TH STREET,11419,-73.829307,40.69302
27651,HS FOR CONST.TRADES-ENG-ARCH,Public,School,94-02 104TH STREET,11416,-73.840824,40.689587
27660,THEATRE STREET SCHOOL,Nonsectarian,School,87-61 111 ST,11418,-73.836874,40.696503
27661,P752Q @ HILTON HOTEL,Public,School,148-18 134TH STREET,11430,-73.805895,40.666042
27663,P233Q @ PS 42,Public,School,488 BEACH 66TH STREET,11692,-73.795201,40.594525
27666,P2G @ JOHN ADAMS HS,Public,School,101-01 ROCKAWAY BLVD,11417,-73.838339,40.679882
27668,GED PLUS @ HOLIDAY INN JFK,Public,Office,144-02 135TH AVENUE,11436,-73.79602,40.668216
27718,ST HELEN CATHOLIC,Parochial,School,83-09 157TH AVENUE,11414,-73.849884,40.661287
27722,HOLY CHILD JESUS CATHOLIC ACAD,Parochial,School,111-02 86 AVE,11418,-73.837871,40.698649
27723,DIVINE MERCY CATH ACAD ELEM,Parochial,School,101-60 92nd STREET,11416,-73.848474,40.683161
27724,OUR LADY OF PERPETUAL HELP,Parochial,School,111-10 115TH STREET,11420,-73.824674,40.679254
27727,OUR LADY'S CATHOLIC ACADEMY,Parochial,School,125-18 ROCKAWAY BLVD,11420,-73.812383,40.675258
27728,AVE MARIA CATHOLIC ACADEMY,Parochial,School,158-20 101 STREET,11414,-73.83285,40.661413
27729,ST CAMILLUS CATH,Parochial,School,185 BEACH 99TH STREET,11694,-73.820089,40.583633
27730,ST ELIZABETH CATHOLIC ACADEMY,Parochial,School,94-01 85TH Street,11416,-73.856298,40.685735
27731,ST FRANCIS DE SALES SCH,Parochial,School,219 BEACH 129TH STREET,11694,-73.848388,40.576435
27734,ST ROSE OF LIMA SCHOOL,Parochial,School,154 BEACH 84TH STREET,11693,-73.809641,40.586641
27737,ST THOMAS APOSTLE SCH,Parochial,School,87-49 87TH STREET,11421,-73.856837,40.691861
27739,TORAH ACADEMY FOR GIRLS,Yeshiva,School,444 BEACH 6TH STREET,11691,-73.740331,40.599023
27776,YESHIVA DARCHEI TORAH,Yeshiva,School,257 BEACH 17TH STREET,11691,-73.751246,40.596758
27780,MESIVTA CHAIM SHLOMO H.S.,Yeshiva,School,257 BEACH 17 STREET,11691,-73.751246,40.596758
27800,YESHIVA OF FAR ROCKAWAY,Yeshiva,School,802 HICKSVILLE ROAD,11691,-73.743712,40.600295
27801,THE ACTIVE LEARNING PREP SCH,Public,School,320 BEACH 104TH STREET,11694,-73.825615,40.584134
27803,YESHIVA SHAAR HATORAH H.S,Yeshiva,School,83-96 117TH STREET,11418,-73.834943,40.704049
27804,BNOS BAIS YAAKOV,Yeshiva,School,613 beach 9th st,11691,-73.745397,40.601384
27805,Church of God Christian Acad,Christian,School,1332 Central Ave,11691,-73.750045,40.606897
27834,ST MARY GATE OF HEAVEN,Parochial,School,104-06 101ST AVENUE,11416,-73.83885,40.686209
27852,TALMUD TORAH SIACH YITZCHOK,Yeshiva,School,1513 CENTRAL AVENUE,11691,-73.751255,40.605642
27874,MARTIN DE PORRES HS,Other Religion,School,140 BEACH 112TH STREET,11694,-73.833039,40.57981
27885,ALC- MS 53,Public,School,1045 NAMEOKE STREET  ROOM 485,11691,-73.749193,40.603595
27887,ALC- AUGUST MARTIN,Public,School,156-10 BAISLEY BLVD,11434,-73.783477,40.675427
27888,REGION OFFICE FIVE,Public,Office,82-01 ROCKAWAY BLVD,11416,-73.858464,40.684268
27895,TORAH ACAD FOR GIRLS HS,Yeshiva,School,636 LANETT AVENUE,11691,-73.741557,40.599703
27950,P2G @ Far Rockaway HS,Public,School,8-21 Bay 25 Street,11691,-73.76277,40.601612
27973,RESTART@CHANNNEL VIEW RESEARCH,Public,School,100-00 BEACH CHANNEL DRIVE  ROOM D1,11694,-73.822705,40.586189
27981,CFN # 301,Public,Office,82-01 ROCKAWAY BLVD ROOM 406,11416,-73.858464,40.684268
27982,CFN # 302,Public,Office,82-01 ROCKAWAY BLVD  ROOM 302,11416,-73.858464,40.684268
27984,CFN # 309,Public,Office,82-01 ROCKAWAY BLVD  ROOM 302,11416,-73.858464,40.684268
27988,SCH SUPPORT OPER. QUEENS SOUTH,Public,Office,82-01 ROCKAWAY BLVD,11420,-73.858464,40.684268
27989,OFF OF EARLY CHILDHOOD EDUC,Public,Office,82-01 ROCKAWAY BLVD  ROOM 420,11416,-73.858464,40.684268
28003,Yeshiva Rtzahd,Yeshiva,School,82-33 Lefferts Blvd,11415,-73.831634,40.706841
28005,Allen Christian School,Christian,School,114-32 Merrick Boulevard,11434,-73.778812,40.690968
28008,JHS 8,Public,School,108-35 167TH STREET,11433,-73.787105,40.697228
28009,P2G @ YOUTHBUILD SOUTH,Public,School,162-02 HILLSIDE AVENUE,11432,-73.800038,40.708405
28010,Growing Up Green Charter II,Charter,School,84-35 152 Street,11432,-73.807881,40.713099
28011,P2G @ QTC Queens Transition Ct,Public,School,142-10 Linden Boulevard,11436,-73.801447,40.684069
28040,PS 40,Public,School,109-20 UNION HALL STREET,11433,-73.790767,40.694094
28048,PS 48,Public,School,108-29 155TH STREET,11433,-73.79664,40.693556
28050,PS 50,Public,School,143-26 101ST AVENUE,11435,-73.807327,40.695166
28054,PS 54,Public,School,86-02 127TH STREET,11418,-73.824324,40.702917
28055,PS 55,Public,School,131-10 97TH AVENUE,11419,-73.816584,40.693932
28072,CATHERINE & COUNT BASIE MS 72,Public,School,133-25 GUY R BREWER BLVD,11434,-73.775806,40.673846
28080,PS 80,Public,School,171-05 137TH AVENUE,11434,-73.769275,40.672945
